a
a
a
a
a
a
a
a
 IDAY           0
 UT   0.00000000    
 F107A   76.5999985    
 F107   76.5999985    
 APH   8.39999962       7.00000000       5.00000000       4.00000000       3.00000000       3.90000010       6.80000019    
 1, ALTITUDE (KM)
 2, D(2) - O NUMBER DENSITY(CM-3)
 3, D(3) - N2 NUMBER DENSITY(CM-3)
 4, D(4) - O2 NUMBER DENSITY(CM-3)
 5, D(6) - TOTAL MASS DENSITY(GM/CM3)
 6, T(2) - TEMPERATURE AT ALT
 7, D(8) - N NUMBER DENSITY(CM-3)
           1           2           3           4           5           6           7
   103.000000       3.30333684E+11   4.99563836E+12   1.10952697E+12   3.03015862E-10   197.432770       291860.219    
   104.000000       3.05817158E+11   4.15144582E+12   9.04369013E+11   2.51622639E-10   201.192459       311389.844    
   105.000000       2.81530270E+11   3.45575155E+12   7.37462714E+11   2.09286699E-10   205.328598       332927.438    
   106.000000       2.57989870E+11   2.88202870E+12   6.01767936E+11   1.74392945E-10   209.913834       356652.031    
   107.000000       2.35536826E+11   2.40831562E+12   4.91473240E+11   1.45603113E-10   215.034576       382714.000    
   108.000000       2.14377824E+11   2.01655674E+12   4.01809342E+11   1.21815183E-10   220.786804       411226.938    
   109.000000       1.94619097E+11   1.69196205E+12   3.28885174E+11   1.02125815E-10   227.274261       442264.000    
   110.000000       1.76296772E+11   1.42245993E+12   2.69535576E+11   8.57967586E-11   234.605011       475854.094    
   111.000000       1.59407768E+11   1.19831082E+12   2.21212033E+11   7.22318733E-11   242.875366       512006.469    
   112.000000       1.43946465E+11   1.01187846E+12   1.81900624E+11   6.09628736E-11   252.113052       550846.812    
   113.000000       1.29880154E+11   8.56824480E+11   1.49943435E+11   5.16010394E-11   262.327881       592543.875    
   114.000000       1.17150605E+11   7.27817388E+11   1.23967832E+11   4.38199269E-11   273.525940       637289.562    
   115.000000       1.05684337E+11   6.20406178E+11   1.02845841E+11   3.73473995E-11   285.701416       685318.188    
   116.000000       9.54004111E+10   5.30892915E+11   8.56570184E+10   3.19577906E-11   298.827240       736926.250    
   117.000000       8.62155817E+10   4.56218444E+11   7.16538511E+10   2.74648082E-11   312.842010       792506.438    
   118.000000       7.80479365E+10   3.93864217E+11   6.02318807E+10   2.37153335E-11   327.635498       852587.625    
   119.000000       7.08196106E+10   3.41758804E+11   5.09036995E+10   2.05837847E-11   343.027924       917886.750    
   120.000000       6.44579328E+10   2.98203742E+11   4.32771277E+10   1.79673620E-11   358.751190       989375.688    
   121.000000       5.88963840E+10   2.61806850E+11   3.70367734E+10   1.57819747E-11   374.426300       1068365.62    
   122.000000       5.40745728E+10   2.31425573E+11   3.19289917E+10   1.39587482E-11   389.551727       1156597.00    
   123.000000       4.99380961E+10   2.06121402E+11   2.77492490E+10   1.24412538E-11   403.502686       1256357.75    
   124.000000       4.65506918E+10   1.85458590E+11   2.43797791E+10   1.12043257E-11   414.615723       1373107.62    
   125.000000       4.34377114E+10   1.67328956E+11   2.14884372E+10   1.01189447E-11   425.904205       1499123.62    
   126.000000       4.06278922E+10   1.51514907E+11   1.90190756E+10   9.17261926E-12   436.823853       1636302.75    
   127.000000       3.80817449E+10   1.37647784E+11   1.68993178E+10   8.34316470E-12   447.387634       1785133.25    
   128.000000       3.57664276E+10   1.25429187E+11   1.50709914E+10   7.61258851E-12   457.608307       1946079.62    
   129.000000       3.36541471E+10   1.14614927E+11   1.34870886E+10   6.96621190E-12   467.496704       2119579.75    
   130.000000       3.17212897E+10   1.05004098E+11   1.21092342E+10   6.39194383E-12   477.065430       2306022.75    
   131.000000       2.99477033E+10   9.64301292E+10   1.09059707E+10   5.87975632E-12   486.324585       2505763.00    
   132.000000       2.83160678E+10   8.87539057E+10   9.85129062E+09   5.42128408E-12   495.285522       2719083.25    
   133.000000       2.68114084E+10   8.18586911E+10   8.92360704E+09   5.00951581E-12   503.958008       2946206.25    
   134.000000       2.54207078E+10   7.56458127E+10   8.10490880E+09   4.63851700E-12   512.351318       3187286.00    
   135.000000       2.41325998E+10   7.00315730E+10   7.38007859E+09   4.30326044E-12   520.476196       3442391.75    
   136.000000       2.29371290E+10   6.49444803E+10   6.73637990E+09   3.99945398E-12   528.340759       3711520.00    
   137.000000       2.18255626E+10   6.03232543E+10   6.16303667E+09   3.72342652E-12   535.954712       3994564.25    
   138.000000       2.07901737E+10   5.61151222E+10   5.65090560E+09   3.47200697E-12   543.325867       4291328.00    
   139.000000       1.98240584E+10   5.22744914E+10   5.19218995E+09   3.24246836E-12   550.462769       4601524.00    
   140.000000       1.89211853E+10   4.87617905E+10   4.78022656E+09   3.03243953E-12   557.372925       4924760.00    
   141.000000       1.80761006E+10   4.55424819E+10   4.40929843E+09   2.83985357E-12   564.064636       5260545.50    
   142.000000       1.72839526E+10   4.25864806E+10   4.07448141E+09   2.66291069E-12   570.544800       5608294.00    
   143.000000       1.65403863E+10   3.98673019E+10   3.77153434E+09   2.50003165E-12   576.820679       5967313.00    
   144.000000       1.58414776E+10   3.73616435E+10   3.49678771E+09   2.34982585E-12   582.898926       6336841.00    
   145.000000       1.51837276E+10   3.50490132E+10   3.24705357E+09   2.21106987E-12   588.786499       6715998.50    
   146.000000       1.45639414E+10   3.29111654E+10   3.01955917E+09   2.08268038E-12   594.489685       7103840.00    
   147.000000       1.39792323E+10   3.09320540E+10   2.81189325E+09   1.96369657E-12   600.013489       7499348.00    
   148.000000       1.34269911E+10   2.90972631E+10   2.62194022E+09   1.85326580E-12   605.365845       7901413.00    
   149.000000       1.29048596E+10   2.73940029E+10   2.44785357E+09   1.75062579E-12   610.551514       8308881.00    
   150.000000       1.24106639E+10   2.58108252E+10   2.28800794E+09   1.65510054E-12   615.575806       8720552.00    
   151.000000       1.19424225E+10   2.43374674E+10   2.14097408E+09   1.56607745E-12   620.444153       9135176.00    
   152.000000       1.14983557E+10   2.29647094E+10   2.00549325E+09   1.48301326E-12   625.161743       9551460.00    
   153.000000       1.10768159E+10   2.16842670E+10   1.88044710E+09   1.40541626E-12   629.733459       9968101.00    
   154.000000       1.06762813E+10   2.04886569E+10   1.76485056E+09   1.33284247E-12   634.164429       10383801.0    
   155.000000       1.02953748E+10   1.93711145E+10   1.65782771E+09   1.26489444E-12   638.459167       10797224.0    
   156.000000       9.93281536E+09   1.83255306E+10   1.55859763E+09   1.20120905E-12   642.621765       11207082.0    
   157.000000       9.58743962E+09   1.73463491E+10   1.46646605E+09   1.14145943E-12   646.657227       11612060.0    
   158.000000       9.25817856E+09   1.64285420E+10   1.38081037E+09   1.08534915E-12   650.568909       12010925.0    
   159.000000       8.94401331E+09   1.55675197E+10   1.30107622E+09   1.03260575E-12   654.360901       12402445.0    
   160.000000       8.64403149E+09   1.47590984E+10   1.22676467E+09   9.82985286E-13   658.037598       12785459.0    
   161.000000       8.35738624E+09   1.39955743E+10   1.15742643E+09   9.36080098E-13   661.602844       13158829.0    
   162.000000       8.08328704E+09   1.32816169E+10   1.09265882E+09   8.92064580E-13   665.059387       13521504.0    
   163.000000       7.82100685E+09   1.26097306E+10   1.03209779E+09   8.50550641E-13   668.411438       13872481.0    
   164.000000       7.56987443E+09   1.19769948E+10   975414208.       8.11365786E-13   671.662659       14210845.0    
   165.000000       7.32924365E+09   1.13807094E+10   922309888.       7.74352641E-13   674.815247       14535749.0    
   166.000000       7.09854208E+09   1.08184289E+10   872513984.       7.39365763E-13   677.873352       14846420.0    
   167.000000       6.87722598E+09   1.02878802E+10   825782144.       7.06271738E-13   680.839172       15142169.0    
   168.000000       6.66478182E+09   9.78696602E+09   781888768.       6.74946590E-13   683.716064       15422388.0    
   169.000000       6.46074368E+09   9.31376128E+09   740631552.       6.45278102E-13   686.507446       15686563.0    
   170.000000       6.26466970E+09   8.86647706E+09   701822784.       6.17160674E-13   689.214844       15934247.0    
   171.000000       6.07614157E+09   8.44347290E+09   665292672.       5.90497432E-13   691.841858       16165095.0    
   172.000000       5.89478246E+09   8.04321587E+09   630885120.       5.65198496E-13   694.390808       16378814.0    
   173.000000       5.72023091E+09   7.66430566E+09   598455872.       5.41180870E-13   696.863708       16575235.0    
   174.000000       5.55215309E+09   7.30542131E+09   567873728.       5.18366871E-13   699.263855       16754242.0    
   175.000000       5.39022387E+09   6.96534784E+09   539016704.       4.96685700E-13   701.592468       16915744.0    
   176.000000       5.23415757E+09   6.64295168E+09   511773760.       4.76070138E-13   703.853027       17059816.0    
   177.000000       5.08366848E+09   6.33718426E+09   486041056.       4.56458385E-13   706.046143       17186526.0    
   178.000000       4.93850112E+09   6.04706406E+09   461723424.       4.37792245E-13   708.175232       17296046.0    
   179.000000       4.79840614E+09   5.77168179E+09   438732384.       4.20018648E-13   710.241943       17388574.0    
   180.000000       4.66315725E+09   5.51018547E+09   416985792.       4.03087015E-13   712.247864       17464386.0    
   181.000000       4.53253530E+09   5.26178048E+09   396408352.       3.86950292E-13   714.195374       17523788.0    
   182.000000       4.40633498E+09   5.02572237E+09   376929024.       3.71565138E-13   716.086182       17567150.0    
   183.000000       4.28435942E+09   4.80131942E+09   358482496.       3.56890082E-13   717.921997       17594862.0    
   184.000000       4.16643789E+09   4.58792499E+09   341007456.       3.42887258E-13   719.704041       17607380.0    
   185.000000       4.05238451E+09   4.38492877E+09   324447392.       3.29520591E-13   721.434387       17605138.0    
   186.000000       3.94204851E+09   4.19176192E+09   308748928.       3.16755980E-13   723.114685       17588666.0    
   187.000000       3.83526451E+09   4.00789069E+09   293862816.       3.04562284E-13   724.746765       17558462.0    
   188.000000       3.73189888E+09   3.83281894E+09   279742752.       2.92909875E-13   726.331665       17515074.0    
   189.000000       3.63180595E+09   3.66607514E+09   266345504.       2.81770701E-13   727.870605       17459040.0    
   190.000000       3.53485670E+09   3.50721510E+09   253630672.       2.71118414E-13   729.365723       17390928.0    
   191.000000       3.44092646E+09   3.35582771E+09   241560032.       2.60928757E-13   730.818115       17311312.0    
   192.000000       3.34990208E+09   3.21152128E+09   230098304.       2.51178283E-13   732.228394       17220748.0    
   193.000000       3.26166656E+09   3.07392768E+09   219211968.       2.41845145E-13   733.598816       17119824.0    
   194.000000       3.17611546E+09   2.94270643E+09   208870112.       2.32909015E-13   734.929993       17009134.0    
   195.000000       3.09314790E+09   2.81752448E+09   199043088.       2.24350256E-13   736.223389       16889246.0    
   196.000000       3.01266867E+09   2.69808282E+09   189703200.       2.16150516E-13   737.479858       16760706.0    
   197.000000       2.93458355E+09   2.58408781E+09   180824544.       2.08292490E-13   738.700500       16624093.0    
   198.000000       2.85880550E+09   2.47526630E+09   172382800.       2.00760090E-13   739.887146       16479941.0    
   199.000000       2.78525645E+09   2.37136461E+09   164354848.       1.93537826E-13   741.039917       16328820.0    
   200.000000       2.71385190E+09   2.27213568E+09   156718960.       1.86611008E-13   742.160339       16171219.0    
   201.000000       2.64451738E+09   2.17735194E+09   149454896.       1.79965797E-13   743.249512       16007673.0    
   202.000000       2.57718016E+09   2.08679629E+09   142543184.       1.73589279E-13   744.307312       15838673.0    
   203.000000       2.51177293E+09   2.00026086E+09   135965696.       1.67468958E-13   745.335999       15664702.0    
   204.000000       2.44822733E+09   1.91755469E+09   129705296.       1.61593205E-13   746.335388       15486240.0    
   205.000000       2.38648038E+09   1.83849062E+09   123745912.       1.55950936E-13   747.307495       15303736.0    
   206.000000       2.32647219E+09   1.76289805E+09   118072000.       1.50531497E-13   748.252258       15117602.0    
   207.000000       2.26814566E+09   1.69060992E+09   112669136.       1.45325009E-13   749.170410       14928280.0    
   208.000000       2.21144166E+09   1.62146944E+09   107523864.       1.40322012E-13   750.063416       14736148.0    
   209.000000       2.15631130E+09   1.55532954E+09   102623088.       1.35513345E-13   750.931641       14541597.0    
   210.000000       2.10270106E+09   1.49205056E+09   97954536.0       1.30890673E-13   751.775269       14344984.0    
   211.000000       2.05056307E+09   1.43149811E+09   93506768.0       1.26445688E-13   752.596497       14146659.0    
   212.000000       1.99984986E+09   1.37354611E+09   89268712.0       1.22170828E-13   753.394592       13946944.0    
   213.000000       1.95051482E+09   1.31807398E+09   85230072.0       1.18058639E-13   754.170349       13746162.0    
   214.000000       1.90251482E+09   1.26496781E+09   81380944.0       1.14102304E-13   754.925293       13544589.0    
   215.000000       1.85581030E+09   1.21412109E+09   77712080.0       1.10294972E-13   755.659363       13342515.0    
   216.000000       1.81035853E+09   1.16542963E+09   74214584.0       1.06630430E-13   756.373169       13140200.0    
   217.000000       1.76612237E+09   1.11879539E+09   70880152.0       1.03102592E-13   757.067566       12937882.0    
   218.000000       1.72306394E+09   1.07412582E+09   67700824.0       9.97059016E-14   757.743225       12735803.0    
   219.000000       1.68114739E+09   1.03133312E+09   64669068.0       9.64347078E-14   758.400391       12534158.0    
   220.000000       1.64033779E+09   990332096.       61777744.0       9.32838740E-14   759.039551       12333160.0    
   221.000000       1.60060326E+09   951044416.       59020084.0       9.02484264E-14   759.661194       12133000.0    
   222.000000       1.56191130E+09   913393152.       56389640.0       8.73236081E-14   760.266418       11933848.0    
   223.000000       1.52422912E+09   877304960.       53880308.0       8.45050145E-14   760.854309       11735867.0    
   224.000000       1.48752973E+09   842711808.       51486284.0       8.17881732E-14   761.427429       11539200.0    
   225.000000       1.45178227E+09   809548032.       49202088.0       7.91690728E-14   761.984558       11343978.0    
   226.000000       1.41696000E+09   777751040.       47022504.0       7.66437491E-14   762.526917       11150335.0    
   227.000000       1.38303629E+09   747260864.       44942532.0       7.42084549E-14   763.054443       10958403.0    
   228.000000       1.34998426E+09   718021312.       42957408.0       7.18596393E-14   763.567932       10768264.0    
   229.000000       1.31777946E+09   689977536.       41062736.0       6.95938261E-14   764.067749       10580009.0    
